week,record,n_wins,n_loses,team,year,n_ties,rank
Preseason,7-9,7,9,Chicago Bears,2008,0,25
17,8-8,8,8,Chicago Bears,2013,0,15
16,8-7,8,7,Chicago Bears,2013,0,13
15,8-6,8,6,Chicago Bears,2013,0,13
14,7-6,7,6,Chicago Bears,2013,0,13
13,6-6,6,6,Chicago Bears,2013,0,15
12,6-5,6,5,Chicago Bears,2013,0,14
11,6-4,6,4,Chicago Bears,2013,0,10
10,5-4,5,4,Chicago Bears,2013,0,11
9,5-3,5,3,Chicago Bears,2013,0,9
8,4-3,4,3,Chicago Bears,2013,0,14
7,4-3,4,3,Chicago Bears,2013,0,13
6,4-2,4,2,Chicago Bears,2013,0,10
5,3-2,3,2,Chicago Bears,2013,0,10
4,3-1,3,1,Chicago Bears,2013,0,9
3,3-0,3,0,Chicago Bears,2013,0,4
2,2-0,2,0,Chicago Bears,2013,0,9
1,1-0,1,0,Chicago Bears,2013,0,9
0,10-6,10,6,Chicago Bears,2013,0,14
Preseason,10-6,10,6,Chicago Bears,2013,0,13
17,5-11,5,11,Chicago Bears,2014,0,26
16,5-10,5,10,Chicago Bears,2014,0,26
15,5-9,5,9,Chicago Bears,2014,0,26
14,5-8,5,8,Chicago Bears,2014,0,25
13,5-7,5,7,Chicago Bears,2014,0,23
12,5-6,5,6,Chicago Bears,2014,0,19
11,4-6,4,6,Chicago Bears,2014,0,23
10,3-6,3,6,Chicago Bears,2014,0,27
9,3-5,3,5,Chicago Bears,2014,0,21
8,3-5,3,5,Chicago Bears,2014,0,23
7,3-4,3,4,Chicago Bears,2014,0,19
6,3-3,3,3,Chicago Bears,2014,0,16
5,2-3,2,3,Chicago Bears,2014,0,22
4,2-2,2,2,Chicago Bears,2014,0,15
3,2-1,2,1,Chicago Bears,2014,0,8
2,1-1,1,1,Chicago Bears,2014,0,11
1,0-1,0,1,Chicago Bears,2014,0,18
0,8-8,8,8,Chicago Bears,2014,0,10
Preseason,8-8,8,8,Chicago Bears,2014,0,12
17,6-10,6,10,Chicago Bears,2015,0,25
16,6-9,6,9,Chicago Bears,2015,0,25
15,5-9,5,9,Chicago Bears,2015,0,24
14,5-8,5,8,Chicago Bears,2015,0,19
13,5-7,5,7,Chicago Bears,2015,0,21
12,5-6,5,6,Chicago Bears,2015,0,20
11,4-6,4,6,Chicago Bears,2015,0,19
10,4-5,4,5,Chicago Bears,2015,0,16
9,3-5,3,5,Chicago Bears,2015,0,21
8,2-5,2,5,Chicago Bears,2015,0,28
7,2-4,2,4,Chicago Bears,2015,0,25
6,2-4,2,4,Chicago Bears,2015,0,25
5,2-3,2,3,Chicago Bears,2015,0,24
4,1-3,1,3,Chicago Bears,2015,0,29
3,0-3,0,3,Chicago Bears,2015,0,32
2,0-2,0,2,Chicago Bears,2015,0,32
1,0-1,0,1,Chicago Bears,2015,0,27
0,5-11,5,11,Chicago Bears,2015,0,25
Preseason,5-11,5,11,Chicago Bears,2015,0,26
17,8-8,8,8,Cincinnati Bengals,2006,0,14
16,8-7,8,7,Cincinnati Bengals,2006,0,12
15,8-6,8,6,Cincinnati Bengals,2006,0,8
14,8-5,8,5,Cincinnati Bengals,2006,0,5
13,7-5,7,5,Cincinnati Bengals,2006,0,8
12,6-5,6,5,Cincinnati Bengals,2006,0,11
11,5-5,5,5,Cincinnati Bengals,2006,0,12
10,4-5,4,5,Cincinnati Bengals,2006,0,17
9,4-4,4,4,Cincinnati Bengals,2006,0,13
8,4-3,4,3,Cincinnati Bengals,2006,0,10
7,4-2,4,2,Cincinnati Bengals,2006,0,7
6,3-2,3,2,Cincinnati Bengals,2006,0,12
5,3-1,3,1,Cincinnati Bengals,2006,0,9
4,3-1,3,1,Cincinnati Bengals,2006,0,7
3,3-0,3,0,Cincinnati Bengals,2006,0,2
2,2-0,2,0,Cincinnati Bengals,2006,0,3
1,1-0,1,0,Cincinnati Bengals,2006,0,4
0,11-5,11,5,Cincinnati Bengals,2006,0,6
Preseason,11-5,11,5,Cincinnati Bengals,2006,0,9
17,4-11,4,11,Cincinnati Bengals,2008,0,27
16,3-11,3,11,Cincinnati Bengals,2008,0,29
15,2-11,2,11,Cincinnati Bengals,2008,0,29
14,1-11,1,11,Cincinnati Bengals,2008,0,31
13,1-10,1,10,Cincinnati Bengals,2008,0,31
12,1-9,1,9,Cincinnati Bengals,2008,0,30
11,1-8,1,8,Cincinnati Bengals,2008,0,29
10,1-8,1,8,Cincinnati Bengals,2008,0,30
9,1-8,1,8,Cincinnati Bengals,2008,0,29
8,0-8,0,8,Cincinnati Bengals,2008,0,31
7,0-7,0,7,Cincinnati Bengals,2008,0,31
6,0-6,0,6,Cincinnati Bengals,2008,0,31
5,0-5,0,5,Cincinnati Bengals,2008,0,30
4,0-4,0,4,Cincinnati Bengals,2008,0,30
3,0-3,0,3,Cincinnati Bengals,2008,0,28
2,0-2,0,2,Cincinnati Bengals,2008,0,28
1,0-1,0,1,Cincinnati Bengals,2008,0,26
0,7-9,7,9,Cincinnati Bengals,2008,0,23
Preseason,7-9,7,9,Cincinnati Bengals,2008,0,24
17,10-6,10,6,Cincinnati Bengals,2009,0,9
16,10-5,10,5,Cincinnati Bengals,2009,0,7
15,9-5,9,5,Cincinnati Bengals,2009,0,7
14,9-4,9,4,Cincinnati Bengals,2009,0,7
13,9-3,9,3,Cincinnati Bengals,2009,0,5
12,8-3,8,3,Cincinnati Bengals,2009,0,5
11,7-3,7,3,Cincinnati Bengals,2009,0,7
10,7-2,7,2,Cincinnati Bengals,2009,0,4
9,6-2,6,2,Cincinnati Bengals,2009,0,4
8,5-2,5,2,Cincinnati Bengals,2009,0,6
7,5-2,5,2,Cincinnati Bengals,2009,0,6
6,4-2,4,2,Cincinnati Bengals,2009,0,9
5,4-1,4,1,Cincinnati Bengals,2009,0,6
4,3-1,3,1,Cincinnati Bengals,2009,0,11
3,2-1,2,1,Cincinnati Bengals,2009,0,11
2,1-1,1,1,Cincinnati Bengals,2009,0,24
1,0-1,0,1,Cincinnati Bengals,2009,0,26
0,4-11,4,11,Cincinnati Bengals,2009,0,24
Preseason,4-11,4,11,Cincinnati Bengals,2009,0,24
17,4-12,4,12,Cincinnati Bengals,2010,0,31
16,4-11,4,11,Cincinnati Bengals,2010,0,30
15,3-11,3,11,Cincinnati Bengals,2010,0,30
14,2-11,2,11,Cincinnati Bengals,2010,0,31
13,2-10,2,10,Cincinnati Bengals,2010,0,30
12,2-9,2,9,Cincinnati Bengals,2010,0,30
11,2-8,2,8,Cincinnati Bengals,2010,0,30
10,2-7,2,7,Cincinnati Bengals,2010,0,28
9,2-6,2,6,Cincinnati Bengals,2010,0,26
8,2-5,2,5,Cincinnati Bengals,2010,0,25
7,2-4,2,4,Cincinnati Bengals,2010,0,22
6,2-3,2,3,Cincinnati Bengals,2010,0,20
5,2-3,2,3,Cincinnati Bengals,2010,0,22
4,2-2,2,2,Cincinnati Bengals,2010,0,18
3,2-1,2,1,Cincinnati Bengals,2010,0,12
2,1-1,1,1,Cincinnati Bengals,2010,0,11
1,0-1,0,1,Cincinnati Bengals,2010,0,17
0,10-6,10,6,Cincinnati Bengals,2010,0,12
Preseason,10-6,10,6,Cincinnati Bengals,2010,0,11
17,9-7,9,7,Cincinnati Bengals,2011,0,11
16,9-6,9,6,Cincinnati Bengals,2011,0,10
15,8-6,8,6,Cincinnati Bengals,2011,0,13
14,7-6,7,6,Cincinnati Bengals,2011,0,15
13,7-5,7,5,Cincinnati Bengals,2011,0,14
12,7-4,7,4,Cincinnati Bengals,2011,0,13
11,6-4,6,4,Cincinnati Bengals,2011,0,13
10,6-3,6,3,Cincinnati Bengals,2011,0,11
9,6-2,6,2,Cincinnati Bengals,2011,0,10
8,5-2,5,2,Cincinnati Bengals,2011,0,14
7,4-2,4,2,Cincinnati Bengals,2011,0,16
6,4-2,4,2,Cincinnati Bengals,2011,0,18
5,3-2,3,2,Cincinnati Bengals,2011,0,20
4,2-2,2,2,Cincinnati Bengals,2011,0,21
3,1-2,1,2,Cincinnati Bengals,2011,0,27
2,1-1,1,1,Cincinnati Bengals,2011,0,28
1,1-0,1,0,Cincinnati Bengals,2011,0,30
0,4-12,4,12,Cincinnati Bengals,2011,0,32
Preseason,4-12,4,12,Cincinnati Bengals,2011,0,32
17,7-9,7,9,Cincinnati Bengals,2007,0,22
16,6-9,6,9,Cincinnati Bengals,2007,0,23
15,5-9,5,9,Cincinnati Bengals,2007,0,23
14,5-8,5,8,Cincinnati Bengals,2007,0,22
13,4-8,4,8,Cincinnati Bengals,2007,0,25
12,4-7,4,7,Cincinnati Bengals,2007,0,23
11,3-7,3,7,Cincinnati Bengals,2007,0,26
10,3-6,3,6,Cincinnati Bengals,2007,0,25
9,2-6,2,6,Cincinnati Bengals,2007,0,26
8,2-5,2,5,Cincinnati Bengals,2007,0,25
7,2-4,2,4,Cincinnati Bengals,2007,0,23
6,1-4,1,4,Cincinnati Bengals,2007,0,27
5,1-3,1,3,Cincinnati Bengals,2007,0,23
4,1-3,1,3,Cincinnati Bengals,2007,0,23
3,1-2,1,2,Cincinnati Bengals,2007,0,18
2,1-1,1,1,Cincinnati Bengals,2007,0,13
1,1-0,1,0,Cincinnati Bengals,2007,0,6
0,8-8,8,8,Cincinnati Bengals,2007,0,11
Preseason,8-8,8,8,Cincinnati Bengals,2007,0,10
17,10-6,10,6,Cincinnati Bengals,2012,0,11
16,9-6,9,6,Cincinnati Bengals,2012,0,11
15,8-6,8,6,Cincinnati Bengals,2012,0,13
14,7-6,7,6,Cincinnati Bengals,2012,0,14
13,7-5,7,5,Cincinnati Bengals,2012,0,11
12,6-5,6,5,Cincinnati Bengals,2012,0,11
11,5-5,5,5,Cincinnati Bengals,2012,0,17
10,4-5,4,5,Cincinnati Bengals,2012,0,19
9,3-5,3,5,Cincinnati Bengals,2012,0,23
8,3-4,3,4,Cincinnati Bengals,2012,0,22
7,3-4,3,4,Cincinnati Bengals,2012,0,22
6,3-3,3,3,Cincinnati Bengals,2012,0,21
5,3-2,3,2,Cincinnati Bengals,2012,0,15
4,3-1,3,1,Cincinnati Bengals,2012,0,12
3,2-1,2,1,Cincinnati Bengals,2012,0,15
2,1-1,1,1,Cincinnati Bengals,2012,0,16
1,0-1,0,1,Cincinnati Bengals,2012,0,18
0,9-7,9,7,Cincinnati Bengals,2012,0,16
Preseason,9-7,9,7,Cincinnati Bengals,2012,0,16
17,11-5,11,5,Cincinnati Bengals,2013,0,7
16,10-5,10,5,Cincinnati Bengals,2013,0,7
15,9-5,9,5,Cincinnati Bengals,2013,0,9
14,9-4,9,4,Cincinnati Bengals,2013,0,8
13,8-4,8,4,Cincinnati Bengals,2013,0,8
12,7-4,7,4,Cincinnati Bengals,2013,0,8
11,7-4,7,4,Cincinnati Bengals,2013,0,8
10,6-4,6,4,Cincinnati Bengals,2013,0,10
9,6-3,6,3,Cincinnati Bengals,2013,0,8
8,6-2,6,2,Cincinnati Bengals,2013,0,7
7,5-2,5,2,Cincinnati Bengals,2013,0,7
6,4-2,4,2,Cincinnati Bengals,2013,0,8
5,3-2,3,2,Cincinnati Bengals,2013,0,8
4,2-2,2,2,Cincinnati Bengals,2013,0,11
3,2-1,2,1,Cincinnati Bengals,2013,0,6
2,1-1,1,1,Cincinnati Bengals,2013,0,10
1,0-1,0,1,Cincinnati Bengals,2013,0,10
0,10-6,10,6,Cincinnati Bengals,2013,0,9
Preseason,10-6,10,6,Cincinnati Bengals,2013,0,9
17,10-5,10,5,Cincinnati Bengals,2014,0,9
16,10-4,10,4,Cincinnati Bengals,2014,0,8
15,9-4,9,4,Cincinnati Bengals,2014,0,11
14,8-4,8,4,Cincinnati Bengals,2014,0,13
13,8-3,8,3,Cincinnati Bengals,2014,0,10
12,7-3,7,3,Cincinnati Bengals,2014,0,10
11,6-3,6,3,Cincinnati Bengals,2014,0,13
10,5-3,5,3,Cincinnati Bengals,2014,0,16
9,5-2,5,2,Cincinnati Bengals,2014,0,11
8,4-2,4,2,Cincinnati Bengals,2014,0,12
7,3-2,3,2,Cincinnati Bengals,2014,0,13
6,3-1,3,1,Cincinnati Bengals,2014,0,11
5,3-1,3,1,Cincinnati Bengals,2014,0,5
4,3-0,3,0,Cincinnati Bengals,2014,0,2
3,3-0,3,0,Cincinnati Bengals,2014,0,2
2,2-0,2,0,Cincinnati Bengals,2014,0,3
1,1-0,1,0,Cincinnati Bengals,2014,0,5
0,11-5,11,5,Cincinnati Bengals,2014,0,9
Preseason,11-5,11,5,Cincinnati Bengals,2014,0,10
17,12-4,12,4,Cincinnati Bengals,2015,0,6
16,11-4,11,4,Cincinnati Bengals,2015,0,6
15,11-3,11,3,Cincinnati Bengals,2015,0,5
14,10-3,10,3,Cincinnati Bengals,2015,0,4
13,10-2,10,2,Cincinnati Bengals,2015,0,3
12,9-2,9,2,Cincinnati Bengals,2015,0,5
11,8-2,8,2,Cincinnati Bengals,2015,0,5
10,8-1,8,1,Cincinnati Bengals,2015,0,4
9,8-0,8,0,Cincinnati Bengals,2015,0,2
8,7-0,7,0,Cincinnati Bengals,2015,0,3
7,6-0,6,0,Cincinnati Bengals,2015,0,3
6,6-0,6,0,Cincinnati Bengals,2015,0,5
5,5-0,5,0,Cincinnati Bengals,2015,0,5
4,4-0,4,0,Cincinnati Bengals,2015,0,5
3,3-0,3,0,Cincinnati Bengals,2015,0,5
2,2-0,2,0,Cincinnati Bengals,2015,0,6
1,1-0,1,0,Cincinnati Bengals,2015,0,8
0,10-5,10,5,Cincinnati Bengals,2015,0,11
Preseason,10-5,10,5,Cincinnati Bengals,2015,0,10
17,10-6,10,6,Cleveland Browns,2007,0,13
16,9-6,9,6,Cleveland Browns,2007,0,11
15,9-5,9,5,Cleveland Browns,2007,0,7
14,8-5,8,5,Cleveland Browns,2007,0,10
13,7-5,7,5,Cleveland Browns,2007,0,11
12,7-4,7,4,Cleveland Browns,2007,0,7
11,6-4,6,4,Cleveland Browns,2007,0,8
10,5-4,5,4,Cleveland Browns,2007,0,11
9,5-3,5,3,Cleveland Browns,2007,0,9
8,4-3,4,3,Cleveland Browns,2007,0,13
7,3-3,3,3,Cleveland Browns,2007,0,19
6,3-3,3,3,Cleveland Browns,2007,0,19
5,2-3,2,3,Cleveland Browns,2007,0,24
4,2-2,2,2,Cleveland Browns,2007,0,25
3,1-2,1,2,Cleveland Browns,2007,0,27
2,1-1,1,1,Cleveland Browns,2007,0,26
1,0-1,0,1,Cleveland Browns,2007,0,32
0,4-12,4,12,Cleveland Browns,2007,0,32
Preseason,4-12,4,12,Cleveland Browns,2007,0,31
17,4-12,4,12,Cleveland Browns,2008,0,29
16,4-11,4,11,Cleveland Browns,2008,0,28
15,4-10,4,10,Cleveland Browns,2008,0,26
14,4-9,4,9,Cleveland Browns,2008,0,26
13,4-8,4,8,Cleveland Browns,2008,0,26
12,4-7,4,7,Cleveland Browns,2008,0,25
11,4-6,4,6,Cleveland Browns,2008,0,24
10,3-6,3,6,Cleveland Browns,2008,0,24
9,3-5,3,5,Cleveland Browns,2008,0,24
8,3-4,3,4,Cleveland Browns,2008,0,22
7,2-4,2,4,Cleveland Browns,2008,0,24
6,2-3,2,3,Cleveland Browns,2008,0,22
5,1-3,1,3,Cleveland Browns,2008,0,25
4,1-3,1,3,Cleveland Browns,2008,0,25
3,0-3,0,3,Cleveland Browns,2008,0,26
2,0-2,0,2,Cleveland Browns,2008,0,22
1,0-1,0,1,Cleveland Browns,2008,0,17
0,10-6,10,6,Cleveland Browns,2008,0,13
Preseason,10-6,10,6,Cleveland Browns,2008,0,10
17,4-12,4,12,Cleveland Browns,2006,0,30
16,4-11,4,11,Cleveland Browns,2006,0,30
15,4-10,4,10,Cleveland Browns,2006,0,28
14,4-9,4,9,Cleveland Browns,2006,0,29
13,4-8,4,8,Cleveland Browns,2006,0,26
12,3-8,3,8,Cleveland Browns,2006,0,29
11,3-7,3,7,Cleveland Browns,2006,0,29
10,3-6,3,6,Cleveland Browns,2006,0,24
9,2-6,2,6,Cleveland Browns,2006,0,30
8,2-5,2,5,Cleveland Browns,2006,0,26
7,1-5,1,5,Cleveland Browns,2006,0,30
6,1-4,1,4,Cleveland Browns,2006,0,28
5,1-4,1,4,Cleveland Browns,2006,0,26
4,1-3,1,3,Cleveland Browns,2006,0,24
3,0-3,0,3,Cleveland Browns,2006,0,28
2,0-2,0,2,Cleveland Browns,2006,0,28
1,0-1,0,1,Cleveland Browns,2006,0,28
0,6-10,6,10,Cleveland Browns,2006,0,27
Preseason,6-10,6,10,Cleveland Browns,2006,0,23
17,5-11,5,11,Cleveland Browns,2009,0,25
16,4-11,4,11,Cleveland Browns,2009,0,27
15,3-11,3,11,Cleveland Browns,2009,0,28
14,2-11,2,11,Cleveland Browns,2009,0,29
13,1-11,1,11,Cleveland Browns,2009,0,32
12,1-10,1,10,Cleveland Browns,2009,0,32
11,1-9,1,9,Cleveland Browns,2009,0,32
10,1-8,1,8,Cleveland Browns,2009,0,32
9,1-7,1,7,Cleveland Browns,2009,0,32
8,1-7,1,7,Cleveland Browns,2009,0,31
7,1-6,1,6,Cleveland Browns,2009,0,30
6,1-5,1,5,Cleveland Browns,2009,0,29
5,1-4,1,4,Cleveland Browns,2009,0,28
4,0-4,0,4,Cleveland Browns,2009,0,29
3,0-3,0,3,Cleveland Browns,2009,0,29
2,0-2,0,2,Cleveland Browns,2009,0,29
1,0-1,0,1,Cleveland Browns,2009,0,28
0,4-12,4,12,Cleveland Browns,2009,0,28
Preseason,4-12,4,12,Cleveland Browns,2009,0,28
17,5-11,5,11,Cleveland Browns,2010,0,27
16,5-10,5,10,Cleveland Browns,2010,0,25
15,5-9,5,9,Cleveland Browns,2010,0,22
14,5-8,5,8,Cleveland Browns,2010,0,21
13,5-7,5,7,Cleveland Browns,2010,0,21
12,4-7,4,7,Cleveland Browns,2010,0,24
11,3-7,3,7,Cleveland Browns,2010,0,23
10,3-6,3,6,Cleveland Browns,2010,0,22
9,3-5,3,5,Cleveland Browns,2010,0,23
8,2-5,2,5,Cleveland Browns,2010,0,26
7,2-5,2,5,Cleveland Browns,2010,0,28
6,1-5,1,5,Cleveland Browns,2010,0,30
5,1-4,1,4,Cleveland Browns,2010,0,29
4,1-3,1,3,Cleveland Browns,2010,0,27
3,0-3,0,3,Cleveland Browns,2010,0,30
2,0-2,0,2,Cleveland Browns,2010,0,30
1,0-1,0,1,Cleveland Browns,2010,0,32
0,5-11,5,11,Cleveland Browns,2010,0,29
Preseason,5-11,5,11,Cleveland Browns,2010,0,28
17,4-12,4,12,Cleveland Browns,2011,0,28
16,4-11,4,11,Cleveland Browns,2011,0,28
15,4-10,4,10,Cleveland Browns,2011,0,28
14,4-9,4,9,Cleveland Browns,2011,0,29
13,4-8,4,8,Cleveland Browns,2011,0,28
12,4-7,4,7,Cleveland Browns,2011,0,27
11,4-6,4,6,Cleveland Browns,2011,0,24
10,3-6,3,6,Cleveland Browns,2011,0,28
9,3-5,3,5,Cleveland Browns,2011,0,25
8,3-4,3,4,Cleveland Browns,2011,0,24
7,3-3,3,3,Cleveland Browns,2011,0,24
6,2-3,2,3,Cleveland Browns,2011,0,23
5,2-2,2,2,Cleveland Browns,2011,0,23
4,2-2,2,2,Cleveland Browns,2011,0,22
3,2-1,2,1,Cleveland Browns,2011,0,21
2,1-1,1,1,Cleveland Browns,2011,0,29
1,0-1,0,1,Cleveland Browns,2011,0,32
0,5-11,5,11,Cleveland Browns,2011,0,29
Preseason,5-11,5,11,Cleveland Browns,2011,0,28
17,5-11,5,11,Cleveland Browns,2012,0,24
16,5-10,5,10,Cleveland Browns,2012,0,24
15,5-9,5,9,Cleveland Browns,2012,0,22
14,5-8,5,8,Cleveland Browns,2012,0,20
13,4-8,4,8,Cleveland Browns,2012,0,24
12,3-8,3,8,Cleveland Browns,2012,0,27
11,2-8,2,8,Cleveland Browns,2012,0,30
10,2-7,2,7,Cleveland Browns,2012,0,30
9,2-7,2,7,Cleveland Browns,2012,0,30
8,2-6,2,6,Cleveland Browns,2012,0,29
7,1-6,1,6,Cleveland Browns,2012,0,30
6,1-5,1,5,Cleveland Browns,2012,0,30
5,0-5,0,5,Cleveland Browns,2012,0,32
4,0-4,0,4,Cleveland Browns,2012,0,32
3,0-3,0,3,Cleveland Browns,2012,0,32
2,0-2,0,2,Cleveland Browns,2012,0,32
1,0-1,0,1,Cleveland Browns,2012,0,31
0,4-12,4,12,Cleveland Browns,2012,0,31
Preseason,4-12,4,12,Cleveland Browns,2012,0,30
17,4-12,4,12,Cleveland Browns,2013,0,28
16,4-11,4,11,Cleveland Browns,2013,0,28
15,4-10,4,10,Cleveland Browns,2013,0,27
14,4-9,4,9,Cleveland Browns,2013,0,25
13,4-8,4,8,Cleveland Browns,2013,0,27
12,4-7,4,7,Cleveland Browns,2013,0,25
11,4-6,4,6,Cleveland Browns,2013,0,23
10,4-5,4,5,Cleveland Browns,2013,0,19
9,4-5,4,5,Cleveland Browns,2013,0,18
8,3-5,3,5,Cleveland Browns,2013,0,21
7,3-4,3,4,Cleveland Browns,2013,0,22
6,3-3,3,3,Cleveland Browns,2013,0,18
5,3-2,3,2,Cleveland Browns,2013,0,16
4,2-2,2,2,Cleveland Browns,2013,0,20
3,1-2,1,2,Cleveland Browns,2013,0,25
2,0-2,0,2,Cleveland Browns,2013,0,31
1,0-1,0,1,Cleveland Browns,2013,0,30
0,5-11,5,11,Cleveland Browns,2013,0,28
Preseason,5-11,5,11,Cleveland Browns,2013,0,28
17,7-9,7,9,Cleveland Browns,2014,0,23
16,7-8,7,8,Cleveland Browns,2014,0,21
15,7-7,7,7,Cleveland Browns,2014,0,21
14,7-6,7,6,Cleveland Browns,2014,0,19
13,7-5,7,5,Cleveland Browns,2014,0,18
12,7-4,7,4,Cleveland Browns,2014,0,16
11,6-4,6,4,Cleveland Browns,2014,0,17
10,6-3,6,3,Cleveland Browns,2014,0,11
9,5-3,5,3,Cleveland Browns,2014,0,19
8,4-3,4,3,Cleveland Browns,2014,0,19
7,3-3,3,3,Cleveland Browns,2014,0,20
6,3-2,3,2,Cleveland Browns,2014,0,15
5,2-2,2,2,Cleveland Browns,2014,0,23
4,1-2,1,2,Cleveland Browns,2014,0,25
3,1-2,1,2,Cleveland Browns,2014,0,24
2,1-1,1,1,Cleveland Browns,2014,0,23
1,0-1,0,1,Cleveland Browns,2014,0,29
0,4-12,4,12,Cleveland Browns,2014,0,30
Preseason,4-12,4,12,Cleveland Browns,2014,0,32
17,3-13,3,13,Cleveland Browns,2015,0,32
16,3-12,3,12,Cleveland Browns,2015,0,30
15,3-11,3,11,Cleveland Browns,2015,0,32
14,3-10,3,10,Cleveland Browns,2015,0,32
13,2-10,2,10,Cleveland Browns,2015,0,32
12,2-9,2,9,Cleveland Browns,2015,0,32
11,2-8,2,8,Cleveland Browns,2015,0,32
10,2-8,2,8,Cleveland Browns,2015,0,32
9,2-7,2,7,Cleveland Browns,2015,0,28
8,2-6,2,6,Cleveland Browns,2015,0,23
7,2-5,2,5,Cleveland Browns,2015,0,24
6,2-4,2,4,Cleveland Browns,2015,0,27
5,2-3,2,3,Cleveland Browns,2015,0,20
4,1-3,1,3,Cleveland Browns,2015,0,25
3,1-2,1,2,Cleveland Browns,2015,0,26
2,1-1,1,1,Cleveland Browns,2015,0,21
1,0-1,0,1,Cleveland Browns,2015,0,28
0,7-9,7,9,Cleveland Browns,2015,0,27
Preseason,7-9,7,9,Cleveland Browns,2015,0,28
17,13-3,13,3,Dallas Cowboys,2007,0,3
16,13-2,13,2,Dallas Cowboys,2007,0,3
15,12-2,12,2,Dallas Cowboys,2007,0,3
14,12-1,12,1,Dallas Cowboys,2007,0,2
13,11-1,11,1,Dallas Cowboys,2007,0,2
12,10-1,10,1,Dallas Cowboys,2007,0,2
11,9-1,9,1,Dallas Cowboys,2007,0,2
10,8-1,8,1,Dallas Cowboys,2007,0,2
9,7-1,7,1,Dallas Cowboys,2007,0,3
8,6-1,6,1,Dallas Cowboys,2007,0,3
7,6-1,6,1,Dallas Cowboys,2007,0,3
6,5-1,5,1,Dallas Cowboys,2007,0,4
5,5-0,5,0,Dallas Cowboys,2007,0,3
4,4-0,4,0,Dallas Cowboys,2007,0,3
3,3-0,3,0,Dallas Cowboys,2007,0,3
2,2-0,2,0,Dallas Cowboys,2007,0,3
1,1-0,1,0,Dallas Cowboys,2007,0,5
0,9-7,9,7,Dallas Cowboys,2007,0,8
Preseason,9-7,9,7,Dallas Cowboys,2007,0,9
17,9-7,9,7,Dallas Cowboys,2008,0,14
16,9-6,9,6,Dallas Cowboys,2008,0,10
15,9-5,9,5,Dallas Cowboys,2008,0,6
14,8-5,8,5,Dallas Cowboys,2008,0,8
13,8-4,8,4,Dallas Cowboys,2008,0,8
12,7-4,7,4,Dallas Cowboys,2008,0,9
11,6-4,6,4,Dallas Cowboys,2008,0,11
10,5-4,5,4,Dallas Cowboys,2008,0,16
9,5-4,5,4,Dallas Cowboys,2008,0,19
8,5-3,5,3,Dallas Cowboys,2008,0,8
7,4-3,4,3,Dallas Cowboys,2008,0,15
6,4-2,4,2,Dallas Cowboys,2008,0,6
5,4-1,4,1,Dallas Cowboys,2008,0,4
4,3-1,3,1,Dallas Cowboys,2008,0,3
3,3-0,3,0,Dallas Cowboys,2008,0,1
2,2-0,2,0,Dallas Cowboys,2008,0,1
1,1-0,1,0,Dallas Cowboys,2008,0,1
0,13-3,13,3,Dallas Cowboys,2008,0,3
Preseason,13-3,13,3,Dallas Cowboys,2008,0,4
17,9-7,9,7,Dallas Cowboys,2006,0,11
16,9-6,9,6,Dallas Cowboys,2006,0,9
15,9-5,9,5,Dallas Cowboys,2006,0,7
14,8-5,8,5,Dallas Cowboys,2006,0,7
13,8-4,8,4,Dallas Cowboys,2006,0,3
12,7-4,7,4,Dallas Cowboys,2006,0,6
11,6-4,6,4,Dallas Cowboys,2006,0,6
10,5-4,5,4,Dallas Cowboys,2006,0,10
9,4-4,4,4,Dallas Cowboys,2006,0,15
8,4-3,4,3,Dallas Cowboys,2006,0,11
7,3-3,3,3,Dallas Cowboys,2006,0,17
6,3-2,3,2,Dallas Cowboys,2006,0,15
5,2-2,2,2,Dallas Cowboys,2006,0,15
4,2-1,2,1,Dallas Cowboys,2006,0,11
3,1-1,1,1,Dallas Cowboys,2006,0,13
2,1-1,1,1,Dallas Cowboys,2006,0,13
1,0-1,0,1,Dallas Cowboys,2006,0,15
0,9-7,9,7,Dallas Cowboys,2006,0,8
Preseason,9-7,9,7,Dallas Cowboys,2006,0,7
17,11-5,11,5,Dallas Cowboys,2009,0,4
16,10-5,10,5,Dallas Cowboys,2009,0,9
15,9-5,9,5,Dallas Cowboys,2009,0,10
14,8-5,8,5,Dallas Cowboys,2009,0,11
13,8-4,8,4,Dallas Cowboys,2009,0,10
12,8-3,8,3,Dallas Cowboys,2009,0,7
11,7-3,7,3,Dallas Cowboys,2009,0,8
10,6-3,6,3,Dallas Cowboys,2009,0,10
9,6-2,6,2,Dallas Cowboys,2009,0,8
8,5-2,5,2,Dallas Cowboys,2009,0,8
7,4-2,4,2,Dallas Cowboys,2009,0,9
6,3-2,3,2,Dallas Cowboys,2009,0,19
5,3-2,3,2,Dallas Cowboys,2009,0,17
4,2-2,2,2,Dallas Cowboys,2009,0,17
3,2-1,2,1,Dallas Cowboys,2009,0,17
2,1-1,1,1,Dallas Cowboys,2009,0,15
1,1-0,1,0,Dallas Cowboys,2009,0,13
0,9-7,9,7,Dallas Cowboys,2009,0,17
Preseason,9-7,9,7,Dallas Cowboys,2009,0,14
17,6-10,6,10,Dallas Cowboys,2010,0,18
16,5-10,5,10,Dallas Cowboys,2010,0,22
15,5-9,5,9,Dallas Cowboys,2010,0,18
14,4-9,4,9,Dallas Cowboys,2010,0,20
