week,record,n_wins,n_loses,team,year,n_ties,rank,Previous_Rank,Rank_change
13,9-3,9,3,Arizona Cardinals,2014,0,7,4,3
12,9-2,9,2,Arizona Cardinals,2014,0,4,2,2
11,9-1,9,1,Arizona Cardinals,2014,0,2,2,0
10,8-1,8,1,Arizona Cardinals,2014,0,2,2,0
9,7-1,7,1,Arizona Cardinals,2014,0,2,2,0
8,6-1,6,1,Arizona Cardinals,2014,0,2,5,-3
7,5-1,5,1,Arizona Cardinals,2014,0,5,6,-1
6,4-1,4,1,Arizona Cardinals,2014,0,6,10,-4
5,3-1,3,1,Arizona Cardinals,2014,0,10,4,6
4,3-0,3,0,Arizona Cardinals,2014,0,4,5,-1
3,3-0,3,0,Arizona Cardinals,2014,0,5,9,-4
2,2-0,2,0,Arizona Cardinals,2014,0,9,14,-5
1,1-0,1,0,Arizona Cardinals,2014,0,14,14,0
0,10-6,10,6,Arizona Cardinals,2014,0,14,0,14
17,13-3,13,3,Atlanta Falcons,2012,0,2,2,0
16,13-2,13,2,Atlanta Falcons,2012,0,2,5,-3
15,12-2,12,2,Atlanta Falcons,2012,0,5,5,0
14,11-2,11,2,Atlanta Falcons,2012,0,5,2,3
13,11-1,11,1,Atlanta Falcons,2012,0,2,2,0
12,10-1,10,1,Atlanta Falcons,2012,0,2,2,0
11,9-1,9,1,Atlanta Falcons,2012,0,2,2,0
10,8-1,8,1,Atlanta Falcons,2012,0,2,1,1
9,8-0,8,0,Atlanta Falcons,2012,0,1,1,0
8,7-0,7,0,Atlanta Falcons,2012,0,1,1,0
7,6-0,6,0,Atlanta Falcons,2012,0,1,1,0
6,6-0,6,0,Atlanta Falcons,2012,0,1,2,-1
5,5-0,5,0,Atlanta Falcons,2012,0,2,2,0
4,4-0,4,0,Atlanta Falcons,2012,0,2,2,0
3,3-0,3,0,Atlanta Falcons,2012,0,2,3,-1
2,2-0,2,0,Atlanta Falcons,2012,0,3,6,-3
1,1-0,1,0,Atlanta Falcons,2012,0,6,10,-4
0,10-6,10,6,Atlanta Falcons,2012,0,10,0,10
17,11-5,11,5,Atlanta Falcons,2008,0,7,7,0
16,10-5,10,5,Atlanta Falcons,2008,0,7,8,-1
15,9-5,9,5,Atlanta Falcons,2008,0,8,11,-3
14,8-5,8,5,Atlanta Falcons,2008,0,11,9,2
13,8-4,8,4,Atlanta Falcons,2008,0,9,10,-1
12,7-4,7,4,Atlanta Falcons,2008,0,10,14,-4
11,6-4,6,4,Atlanta Falcons,2008,0,14,8,6
10,6-3,6,3,Atlanta Falcons,2008,0,8,10,-2
9,5-3,5,3,Atlanta Falcons,2008,0,10,16,-6
8,4-3,4,3,Atlanta Falcons,2008,0,16,14,2
7,4-2,4,2,Atlanta Falcons,2008,0,14,15,-1
6,4-2,4,2,Atlanta Falcons,2008,0,15,20,-5
5,3-2,3,2,Atlanta Falcons,2008,0,20,24,-4
4,2-2,2,2,Atlanta Falcons,2008,0,24,24,0
3,2-1,2,1,Atlanta Falcons,2008,0,24,26,-2
2,1-1,1,1,Atlanta Falcons,2008,0,26,25,1
1,1-0,1,0,Atlanta Falcons,2008,0,25,32,-7
0,4-12,4,12,Atlanta Falcons,2008,0,32,0,32
17,13-3,13,3,Atlanta Falcons,2010,0,2,2,0
16,12-3,12,3,Atlanta Falcons,2010,0,2,2,0
15,12-2,12,2,Atlanta Falcons,2010,0,2,2,0
14,11-2,11,2,Atlanta Falcons,2010,0,2,1,1
13,10-2,10,2,Atlanta Falcons,2010,0,1,1,0
12,9-2,9,2,Atlanta Falcons,2010,0,1,1,0
11,8-2,8,2,Atlanta Falcons,2010,0,1,1,0
10,7-2,7,2,Atlanta Falcons,2010,0,1,3,-2
9,6-2,6,2,Atlanta Falcons,2010,0,3,6,-3
8,5-2,5,2,Atlanta Falcons,2010,0,6,5,1
7,5-2,5,2,Atlanta Falcons,2010,0,5,7,-2
6,4-2,4,2,Atlanta Falcons,2010,0,7,4,3
5,4-1,4,1,Atlanta Falcons,2010,0,4,5,-1
4,3-1,3,1,Atlanta Falcons,2010,0,5,5,0
3,2-1,2,1,Atlanta Falcons,2010,0,5,10,-5
2,1-1,1,1,Atlanta Falcons,2010,0,10,13,-3
1,0-1,0,1,Atlanta Falcons,2010,0,13,7,6
0,9-7,9,7,Atlanta Falcons,2010,0,7,0,7
17,9-7,9,7,Atlanta Falcons,2009,0,15,16,-1
16,8-7,8,7,Atlanta Falcons,2009,0,16,17,-1
15,7-7,7,7,Atlanta Falcons,2009,0,17,18,-1
14,6-7,6,7,Atlanta Falcons,2009,0,18,18,0
13,6-6,6,6,Atlanta Falcons,2009,0,18,14,4
12,6-5,6,5,Atlanta Falcons,2009,0,14,16,-2
11,5-5,5,5,Atlanta Falcons,2009,0,16,14,2
10,5-4,5,4,Atlanta Falcons,2009,0,14,9,5
9,5-3,5,3,Atlanta Falcons,2009,0,9,11,-2
8,4-3,4,3,Atlanta Falcons,2009,0,11,11,0
7,4-2,4,2,Atlanta Falcons,2009,0,11,7,4
6,4-1,4,1,Atlanta Falcons,2009,0,7,8,-1
5,3-1,3,1,Atlanta Falcons,2009,0,8,9,-1
4,2-1,2,1,Atlanta Falcons,2009,0,9,8,1
3,2-1,2,1,Atlanta Falcons,2009,0,8,4,4
2,2-0,2,0,Atlanta Falcons,2009,0,4,7,-3
1,1-0,1,0,Atlanta Falcons,2009,0,7,8,-1
0,11-5,11,5,Atlanta Falcons,2009,0,8,0,8
17,10-6,10,6,Atlanta Falcons,2011,0,7,8,-1
16,9-6,9,6,Atlanta Falcons,2011,0,8,8,0
15,9-5,9,5,Atlanta Falcons,2011,0,8,8,0
14,8-5,8,5,Atlanta Falcons,2011,0,8,8,0
13,7-5,7,5,Atlanta Falcons,2011,0,8,9,-1
12,7-4,7,4,Atlanta Falcons,2011,0,9,11,-2
11,6-4,6,4,Atlanta Falcons,2011,0,11,13,-2
10,5-4,5,4,Atlanta Falcons,2011,0,13,13,0
9,5-3,5,3,Atlanta Falcons,2011,0,13,12,1
8,4-3,4,3,Atlanta Falcons,2011,0,12,14,-2
7,4-3,4,3,Atlanta Falcons,2011,0,14,19,-5
6,3-3,3,3,Atlanta Falcons,2011,0,19,19,0
5,2-3,2,3,Atlanta Falcons,2011,0,19,19,0
4,2-2,2,2,Atlanta Falcons,2011,0,19,19,0
3,1-2,1,2,Atlanta Falcons,2011,0,19,8,11
2,1-1,1,1,Atlanta Falcons,2011,0,8,11,-3
1,0-1,0,1,Atlanta Falcons,2011,0,11,6,5
0,13-3,13,3,Atlanta Falcons,2011,0,6,0,6
17,4-12,4,12,Atlanta Falcons,2013,0,26,27,-1
16,4-11,4,11,Atlanta Falcons,2013,0,27,28,-1
15,4-10,4,10,Atlanta Falcons,2013,0,28,30,-2
14,3-10,3,10,Atlanta Falcons,2013,0,30,29,1
13,3-9,3,9,Atlanta Falcons,2013,0,29,30,-1
12,2-9,2,9,Atlanta Falcons,2013,0,30,30,0
11,2-8,2,8,Atlanta Falcons,2013,0,30,29,1
10,2-7,2,7,Atlanta Falcons,2013,0,29,26,3
9,2-6,2,6,Atlanta Falcons,2013,0,26,23,3
8,2-5,2,5,Atlanta Falcons,2013,0,23,20,3
7,2-4,2,4,Atlanta Falcons,2013,0,20,23,-3
6,1-4,1,4,Atlanta Falcons,2013,0,23,22,1
5,1-4,1,4,Atlanta Falcons,2013,0,22,16,6
4,1-3,1,3,Atlanta Falcons,2013,0,16,14,2
3,1-2,1,2,Atlanta Falcons,2013,0,14,6,8
2,1-1,1,1,Atlanta Falcons,2013,0,6,4,2
1,0-1,0,1,Atlanta Falcons,2013,0,4,2,2
0,13-3,13,3,Atlanta Falcons,2013,0,2,0,2
17,7-9,7,9,Atlanta Falcons,2006,0,22,21,1
16,7-8,7,8,Atlanta Falcons,2006,0,21,18,3
15,7-7,7,7,Atlanta Falcons,2006,0,18,12,6
14,7-6,7,6,Atlanta Falcons,2006,0,12,14,-2
13,6-6,6,6,Atlanta Falcons,2006,0,14,18,-4
12,5-6,5,6,Atlanta Falcons,2006,0,18,16,2
11,5-5,5,5,Atlanta Falcons,2006,0,16,15,1
10,5-4,5,4,Atlanta Falcons,2006,0,15,9,6
9,5-3,5,3,Atlanta Falcons,2006,0,9,7,2
8,5-2,5,2,Atlanta Falcons,2006,0,7,9,-2
7,4-2,4,2,Atlanta Falcons,2006,0,9,16,-7
6,3-2,3,2,Atlanta Falcons,2006,0,16,10,6
5,3-1,3,1,Atlanta Falcons,2006,0,10,10,0
4,3-1,3,1,Atlanta Falcons,2006,0,10,9,1
3,2-1,2,1,Atlanta Falcons,2006,0,9,5,4
2,2-0,2,0,Atlanta Falcons,2006,0,5,7,-2
1,1-0,1,0,Atlanta Falcons,2006,0,7,17,-10
0,8-8,8,8,Atlanta Falcons,2006,0,17,0,17
17,4-12,4,12,Atlanta Falcons,2007,0,31,31,0
16,3-12,3,12,Atlanta Falcons,2007,0,31,31,0
15,3-11,3,11,Atlanta Falcons,2007,0,31,30,1
14,3-10,3,10,Atlanta Falcons,2007,0,30,31,-1
13,3-9,3,9,Atlanta Falcons,2007,0,31,30,1
12,3-8,3,8,Atlanta Falcons,2007,0,30,27,3
11,3-7,3,7,Atlanta Falcons,2007,0,27,26,1
10,3-6,3,6,Atlanta Falcons,2007,0,26,28,-2
9,2-6,2,6,Atlanta Falcons,2007,0,28,29,-1
8,1-6,1,6,Atlanta Falcons,2007,0,29,29,0
7,1-6,1,6,Atlanta Falcons,2007,0,29,29,0
6,1-5,1,5,Atlanta Falcons,2007,0,29,29,0
5,1-4,1,4,Atlanta Falcons,2007,0,29,28,1
4,1-3,1,3,Atlanta Falcons,2007,0,28,32,-4
3,0-3,0,3,Atlanta Falcons,2007,0,32,32,0
2,0-2,0,2,Atlanta Falcons,2007,0,32,31,1
1,0-1,0,1,Atlanta Falcons,2007,0,31,31,0
0,7-9,7,9,Atlanta Falcons,2007,0,31,0,31
17,6-10,6,10,Atlanta Falcons,2014,0,25,20,5
16,6-9,6,9,Atlanta Falcons,2014,0,20,24,-4
15,5-9,5,9,Atlanta Falcons,2014,0,24,21,3
14,5-8,5,8,Atlanta Falcons,2014,0,21,22,-1
13,5-7,5,7,Atlanta Falcons,2014,0,22,22,0
12,4-7,4,7,Atlanta Falcons,2014,0,22,21,1
11,4-6,4,6,Atlanta Falcons,2014,0,21,23,-2
10,3-6,3,6,Atlanta Falcons,2014,0,23,27,-4
9,2-6,2,6,Atlanta Falcons,2014,0,27,26,1
8,2-6,2,6,Atlanta Falcons,2014,0,26,25,1
